"kcmc","xskcdm","kcdm","xf","kclb","kkxy","category","dl","lx"
"医学科学英语基础","MED1005M（72190040）","MED1005M","1.0","专业课","基础医学系","跨类(专业)选课","xk_1_1","bl"
"医学伦理学与卫生法学","MED2412M（73120070）","MED2412M","1.5","专业课","公共卫生学院","所有类（专业）","zy_qb","bl"
"医学免疫学","MED2029M（18198200）","MED2029M","2.0","专业课","基础医学系","所有类（专业）","zy_qb","bl"
"医学免疫学（甲）","MED2009M（18121500）","MED2009M","2.5","专业课","基础医学系","所有类（专业）","zy_qb","bl"
"医学人工智能","CS3142M1","CS3142M1","2.0","专业课","计算机科学与技术学院","所有类（专业）","zy_qb","bl"
"医学生物物理学","MED2031M（72120390）","MED2031M","3.0","专业课","基础医学系","所有类（专业）","zy_qb","bl"
"医学实验动物学","PHAR2504M（19190070）","PHAR2504M","1.0","专业课","药学院","所有类（专业）","zy_qb","bl"
"医学史—医学的过去，现在和未来","MED0260G（7312N001）","MED0260G","1.5","通识","公共卫生学院","全部课程","xk_n","bl"
"医学统计学","MED2424M（18120700）","MED2424M","2.0","专业课","公共卫生学院","所有类（专业）","zy_qb","bl"
"医学微生物与免疫学","MED2014M（18120720）","MED2014M","3.0","专业课","基础医学系","所有类（专业）","zy_qb","bl"
"医学信息学","MED2041M（18122260）","MED2041M","2.0","专业课","基础医学系","所有类（专业）","zy_qb","bl"
"医学仪器的创新设计与实践","BME2005M（15192560）","BME2005M","1.5","专业课","生物医学工程与仪器科学学院","qbkc","xk_rdxkc",""
"医学影像学","MED3506M（70120290）","MED3506M","2.0","专业课","临床医学系","所有类（专业）","zy_qb","bl"
"医学影像学（口腔方向）","MED3557M（70120480）","MED3557M","2.5","专业课","临床医学系","所有类（专业）","zy_qb","bl"
"医学影像学（乙）","MED3554M（18121431）","MED3554M","2.5","专业课","临床医学系","所有类（专业）","zy_qb","bl"
"医学与公共卫生：行星健康视角下的环境变迁与人类健康研究","MED3433M","MED3433M","2.0","专业课","公共卫生学院","国际化课程","gjhkc","zl"
"医学综合课程Ⅱ","MED4540M（18188320）","MED4540M","1.0","专业课","临床医学系","所有类（专业）","zy_qb","bl"
"医学综合课程Ⅲ","MED5541M（18188330）","MED5541M","1.0","专业课","临床医学系","所有类（专业）","zy_qb","bl"
"医药人工智能","PHAR3513M（19120910）","PHAR3513M","2.0","专业课","药学院","qbkc","xk_rdxkc",""
"医药人工智能","CBE3040M（81120360）","CBE3040M","2.5","专业课","化学工程与生物工程学院","所有类（专业）","zy_qb","bl"
"医药统计学","PHAR3001M（19120710）","PHAR3001M","2.0","专业课","药学院","所有类（专业）","zy_qb","bl"
"仪器系统设计","BME3006M（15120651）","BME3006M","2.0","专业课","生物医学工程与仪器科学学院","所有类（专业）","zy_qb","bl"
"移动平台开发技术","CS3207M（21191760）","CS3207M","3.0","专业课","计算机科学与技术学院","所有类（专业）","zy_qb","bl"
"遗传学","BIO3037MZ（071Q0011）","BIO3037MZ","4.0","专业课","生命科学学院","专业基础课程","Z","bl"
"遗传学","CAB2015M（16121450）","CAB2015M","4.0","专业课","农业与生物技术学院","所有类（专业）","zy_qb","bl"
"遗传与发育Ⅱ","MED2030M（18122820）","MED2030M","3.0","专业课","基础医学系","所有类（专业）","zy_qb","bl"
"艺术人类学","MIC2081M（25121720）","MIC2081M","2.0","专业课","传媒与国际文化学院","所有类（专业）","zy_qb","bl"
"艺术体操（女：初级）","PPAE0058G（40102700）","PPAE0058G","1.0","通识","公共体育与艺术部","体育课程","xk_8","bl"
"意识哲学","PHIL3075M","PHIL3075M","2.0","专业课","哲学学院","所有类（专业）","zy_qb","bl"
"因果推理","CS3250M","CS3250M","2.5","专业课","计算机科学与技术学院","本类(专业)","zy_b","bl"
"音响技术与家庭影院","ISEE0702G（8517N003）","ISEE0702G","1.5","通识","信息与电子工程学院","全部课程","xk_n","bl"
"饮品加工原理","16590060","16590060","2.0","专业课","农业与生物技术学院","所有类（专业）","zy_qb","bl"
"饮食与人类","MED0669G（1816N013）","MED0669G","1.5","通识","公共卫生学院","全部课程","xk_n","bl"
"隐私保护与数据安全法","LAW0302G（0213N003）","LAW0302G","3.0","通识","光华法学院","全部课程","xk_n","bl"
"隐私计算与数据合规","CS2094M（21192070）","CS2094M","2.5","专业课","计算机科学与技术学院","所有类（专业）","zy_qb","bl"
"应用光学","OPT2007M（84120010）","OPT2007M","3.0","专业课","光电科学与工程学院","所有类（专业）","zy_qb","bl"
"应用光学实验","OPT2008M（84120060）","OPT2008M","1.0","专业课","光电科学与工程学院","所有类（专业）","zy_qb","bl"
"应用昆虫学","CAB3301M（16122530）","CAB3301M","3.0","专业课","农业与生物技术学院","所有类（专业）","zy_qb","bl"
"应用文体翻译","SIS1029G（381F0010）","SIS1029G","2.0","通识","外国语学院","全部课程","xk_b","bl"
"应用文体翻译","SIS2607M（05127100）","SIS2607M","2.0","专业课","外国语学院","所有类（专业）","zy_qb","bl"
"应用文写作","INTC1018M（23190170）","INTC1018M","2.0","专业课","国际教育学院","跨类(专业)选课","xk_1_1","bl"
"应用物理专题","PHY3020M（76190030）","PHY3020M","2.0","专业课","物理学院","所有类（专业）","zy_qb","bl"
"应用语言学导论","SIS3206M（05127292）","SIS3206M","2.0","专业课","外国语学院","所有类（专业）","zy_qb","bl"
"应用运筹学Ⅰ","MGMT2013M（20124420）","MGMT2013M","3.0","专业课","管理学院","国际化课程","gjhkc","zl"
"应用植物病理学","CAB3303M（16122620）","CAB3303M","3.0","专业课","农业与生物技术学院","所有类（专业）","zy_qb","bl"
"英国历史文化与经典选读","SIS0201G（0512N003）","SIS0201G","2.5","通识","外国语学院","全部课程","xk_n","bl"
"英国史","HIST1004M（04196191）","HIST1004M","2.0","专业课","历史学院","跨类(专业)选课","xk_1_1","bl"
"英国文学史","SIS1009M（05192040）","SIS1009M","2.0","专业课","外国语学院","国际化课程","gjhkc","zl"
"英汉语言对比研究","SIS3016M（05197500）","SIS3016M","2.0","专业课","外国语学院","所有类（专业）","zy_qb","bl"
"英汉语言对比与翻译","SIS2611M（05197990）","SIS2611M","2.0","专业课","外国语学院","所有类（专业）","zy_qb","bl"
"英美报刊选读","SIS1013G（051F0480）","SIS1013G","1.5","通识","外国语学院","全部课程","xk_b","bl"
"英美社会与文化","SIS1011M（05125440）","SIS1011M","2.0","专业课","外国语学院","跨类(专业)选课","xk_1_1","bl"
"英美文学关键词","SIS1033G（381F0050）","SIS1033G","2.0","通识","外国语学院","全部课程","xk_b","bl"
"英美文学赏析","SIS1026G（051F0750）","SIS1026G","2.0","通识","外国语学院","全部课程","xk_b","bl"
"英美戏剧","SIS3015M（05191590）","SIS3015M","2.0","专业课","外国语学院","所有类（专业）","zy_qb","bl"
"英美现实主义文学","SIS2026M（05197850）","SIS2026M","2.0","专业课","外国语学院","国际化课程","gjhkc","zl"
"英式橄榄球（初级）","PPAE0059G（40100305）","PPAE0059G","1.0","通识","公共体育与艺术部","体育课程","xk_8","bl"
"英式橄榄球（中级）","PPAE0060G（401R0306）","PPAE0060G","1.0","通识","公共体育与艺术部","体育课程","xk_8","bl"
"英语辩论","SIS2020M（05125490）","SIS2020M","1.5","专业课","外国语学院","所有类（专业）","zy_qb","bl"
"英语词汇学","SIS1011G（051F0460）","SIS1011G","1.5","通识","外国语学院","全部课程","xk_b","bl"
"英语短篇小说欣赏","SIS0501G（0515N002）","SIS0501G","1.5","通识","外国语学院","全部课程","xk_n","bl"
"英语口译","SIS1009G（051F0360）","SIS1009G","1.5","通识","外国语学院","全部课程","xk_b","bl"
"英语口语采访报道","MIC3130M（25190220）","MIC3130M","2.0","专业课","传媒与国际文化学院","国际化课程","gjhkc","zl"
"英语口语Ⅱ","SIS1006M（05187020）","SIS1006M","1.0","专业课","外国语学院","跨类(专业)选课","xk_1_1","bl"
"英语名家散文评析","SIS1006G（051F0300）","SIS1006G","1.5","通识","外国语学院","全部课程","xk_b","bl"
"英语文体学","SIS1025G（051F0730）","SIS1025G","2.0","通识","外国语学院","全部课程","xk_b","bl"
"英语文学名著精读","SIS2011M（051A0030）","SIS2011M","3.0","专业课","外国语学院","所有类（专业）","zy_qb","bl"
"英语写作Ⅱ","SIS1004M（05125750）","SIS1004M","2.0","专业课","外国语学院","跨类(专业)选课","xk_1_1","bl"
"英语写作Ⅳ","SIS2004M（05125770）","SIS2004M","2.0","专业课","外国语学院","所有类（专业）","zy_qb","bl"
"英语演讲艺术","SIS1014G（051F0490）","SIS1014G","1.5","通识","外国语学院","全部课程","xk_b","bl"
"英语议会制辩论","SIS2806M（05127420）","SIS2806M","1.0","专业课","外国语学院","所有类（专业）","zy_qb","bl"
"英语语法","SIS1012M（05121381）","SIS1012M","1.5","专业课","外国语学院","跨类(专业)选课","xk_1_1","bl"
"英语语法研究","SIS1010M（05198690）","SIS1010M","1.5","专业课","外国语学院","跨类(专业)选课","xk_1_1","bl"
"英语语言史","SIS2023M（05197470）","SIS2023M","3.0","专业课","外国语学院","所有类（专业）","zy_qb","bl"
"英语专业水平考试","SIS2012M（05125450）","SIS2012M","1.0","专业课","外国语学院","所有类（专业）","zy_qb","bl"
"营销策划","MGMT3004M（20120280）","MGMT3004M","2.0","专业课","管理学院","所有类（专业）","zy_qb","bl"
"营养与食品卫生学","MED4404M（73120100）","MED4404M","4.0","专业课","公共卫生学院","所有类（专业）","zy_qb","bl"
"影视色彩学","MIC2066M（25121550）","MIC2066M","2.0","专业课","传媒与国际文化学院","所有类（专业）","zy_qb","bl"
"影视摄像与后期制作","MIC1049M（25121270）","MIC1049M","4.0","专业课","传媒与国际文化学院","所有类（专业）","zy_qb","bl"
"影视艺术","LIT2006M（04192202）","LIT2006M","3.0","专业课","文学院","所有类（专业）","zy_qb","bl"
"影像设计与制作","SAA2023M（56120180）","SAA2023M","4.0","专业课","艺术与考古学院","所有类（专业）","zy_qb","bl"
"影像医学科实习","MED5560M（18188510）","MED5560M","2.0","专业课","临床医学系","所有类（专业）","zy_qb","bl"
"硬件安全基础","CS3209M（21121640）","CS3209M","2.5","专业课","计算机科学与技术学院","所有类（专业）","zy_qb","bl"
"硬件电路设计基础与实训","EE0702G（1017N003）","EE0702G","2.0","通识","电气工程学院","全部课程","xk_n","bl"
"硬件描述语言","BME3010M（15120680）","BME3010M","3.0","专业课","生物医学工程与仪器科学学院","所有类（专业）","zy_qb","bl"
"游泳（初级）","PPAE0061G（40100800）","PPAE0061G","1.0","通识","公共体育与艺术部","体育课程","xk_8","bl"
"游泳（高级：深水）","PPAE0063G（40100813）","PPAE0063G","1.0","通识","公共体育与艺术部","体育课程","xk_8","bl"
"游泳（高级：游泳救生）","PPAE0064G（40100819）","PPAE0064G","1.0","通识","公共体育与艺术部","体育课程","xk_8","bl"
"游泳（中级）","PPAE0062G（40100801）","PPAE0062G","1.0","通识","公共体育与艺术部","体育课程","xk_8","bl"
"有害生物生态学","CAB3327M（16196030）","CAB3327M","1.5","专业课","农业与生物技术学院","所有类（专业）","zy_qb","bl"
"有机地球化学","GEOS3002M（06199280）","GEOS3002M","2.5","专业课","地球科学学院","所有类（专业）","zy_qb","bl"
"有机化学","CHEM1004F（061B9010）","CHEM1004F","4.0","专业基础课程","化学系","跨类(专业)选课","xk_1_1","bl"
"有机化学基础","CHEM1005F（061B9019）","CHEM1005F","4.0","专业基础课程","化学系","所有类（专业）","zy_qb","bl"
"有机化学Ⅲ","CHEM2109MZ（771Q0016）","CHEM2109MZ","2.0","专业课","化学系","专业基础课程","Z","bl"
"有限单元法及其工程应用","ENER3216M（09193370）","ENER3216M","2.0","专业课","能源工程学院","所有类（专业）","zy_qb","bl"
"有限元方法","AA3026M（26120270）","AA3026M","2.5","专业课","航空航天学院","国际化课程","gjhkc","zl"
"鱼类学","CAS3076M（17120421）","CAS3076M","2.5","专业课","动物科学学院","所有类（专业）","zy_qb","bl"
"瑜伽","PPAE0071G","PPAE0071G","1.0","通识","公共体育与艺术部","体育课程","xk_8","bl"
"瑜伽","EDU2036M（03192210）","EDU2036M","2.0","专业课","教育学院","所有类（专业）","zy_qb","bl"
"舆论学概论","MIC2101M（25121930）","MIC2101M","2.0","专业课","传媒与国际文化学院","所有类（专业）","zy_qb","bl"
"羽毛球（初级）","PPAE0065G（40100500）","PPAE0065G","1.0","通识","公共体育与艺术部","体育课程","xk_8","bl"
"羽毛球（中级）","PPAE0066G（40100501）","PPAE0066G","1.0","通识","公共体育与艺术部","体育课程","xk_8","bl"
"语料库与翻译","SIS3610M（05191490）","SIS3610M","2.0","专业课","外国语学院","所有类（专业）","zy_qb","bl"
"语言学基础","LIT1001F（041A9190）","LIT1001F","2.0","专业基础课程","文学院","跨类(专业)选课","xk_1_1","bl"
"语言研究方法论","SIS3019M（05198710）","SIS3019M","2.0","专业课","外国语学院","所有类（专业）","zy_qb","bl"
"语言与沟通","SIS0600G","SIS0600G","2.0","通识","外国语学院","全部课程","xk_n","bl"
"语言哲学","PHIL2027M（04129920）","PHIL2027M","2.0","专业课","哲学学院","所有类（专业）","zy_qb","bl"
"预防医学","MED2425M（18198460）","MED2425M","2.0","专业课","公共卫生学院","所有类（专业）","zy_qb","bl"
"园林规划设计","CAB2506M（16122470）","CAB2506M","4.0","专业课","农业与生物技术学院","所有类（专业）","zy_qb","bl"
"园林计算机辅助设计","CAB1519M（16196040）","CAB1519M","2.0","专业课","农业与生物技术学院","所有类（专业）","zy_qb","bl"
"园林设计初步","CAB1501M（16120771）","CAB1501M","4.0","专业课","农业与生物技术学院","所有类（专业）","zy_qb","bl"
"园林植物学Ⅱ","CAB2505M（16122190）","CAB2505M","3.0","专业课","农业与生物技术学院","所有类（专业）","zy_qb","bl"
"园艺产品采后生物学与贮藏物流","CAB3204M（16122130）","CAB3204M","3.0","专业课","农业与生物技术学院","所有类（专业）","zy_qb","bl"
"园艺产品采后生物学与贮藏物流实验","CAB3205M（16122140）","CAB3205M","1.0","专业课","农业与生物技术学院","所有类（专业）","zy_qb","bl"
"园艺与人类","CAB2218M（16196070）","CAB2218M","1.5","专业课","农业与生物技术学院","qbkc","xk_rdxkc",""
"园艺植物生物技术","CAB3214M（16121670）","CAB3214M","2.0","专业课","农业与生物技术学院","所有类（专业）","zy_qb","bl"
"园艺植物育种学","CAB2203M（16121351）","CAB2203M","3.5","专业课","农业与生物技术学院","所有类（专业）","zy_qb","bl"
"园艺植物育种学实验与实习","CAB2209M（16189240）","CAB2209M","1.5","专业课","农业与生物技术学院","qbkc","xk_rdxkc",""
"园艺植物栽培学实习Ⅰ","CAB3208M（16189230）","CAB3208M","0.5","专业课","农业与生物技术学院","所有类（专业）","zy_qb","bl"
"园艺植物栽培学实习Ⅱ","CAB3206M（16189181）","CAB3206M","1.0","专业课","农业与生物技术学院","qbkc","xk_rdxkc",""
"园艺植物栽培学Ⅱ","CAB3202M（16120561）","CAB3202M","2.5","专业课","农业与生物技术学院","所有类（专业）","zy_qb","bl"
"原版经典电影分析","MIC3064M（25121530）","MIC3064M","2.0","专业课","传媒与国际文化学院","所有类（专业）","zy_qb","bl"
"运筹学","MATH3707M（06191340）","MATH3707M","3.0","专业课","数学科学学院","所有类（专业）","zy_qb","bl"
"运筹学","EE3691M（10120111）","EE3691M","2.0","专业课","电气工程学院","所有类（专业）","zy_qb","bl"
"运筹学","CSE2027M（11121540）","CSE2027M","2.0","专业课","控制科学与工程学院","所有类（专业）","zy_qb","bl"
"运动技能学习与控制","EDU3044M（03123040）","EDU3044M","2.0","专业课","教育学院","所有类（专业）","zy_qb","bl"
"运动科学实验","EDU3047M（03192390）","EDU3047M","1.0","专业课","教育学院","所有类（专业）","zy_qb","bl"
"运动生理学","EDU1013M（03121212）","EDU1013M","4.0","专业课","教育学院","跨类(专业)选课","xk_1_1","bl"
"运动生物化学","EDU3048M（03120560）","EDU3048M","2.0","专业课","教育学院","所有类（专业）","zy_qb","bl"
"运动生物力学","EDU1014M（03120572）","EDU1014M","2.0","专业课","教育学院","跨类(专业)选课","xk_1_1","bl"
"运动训练学","EDU2040M（03121714）","EDU2040M","3.0","专业课","教育学院","所有类（专业）","zy_qb","bl"
"运动专项理论与实践Ⅱ","EDU1017M（03123330）","EDU1017M","5.0","专业课","教育学院","跨类(专业)选课","xk_1_1","bl"
"运动专项理论与实践Ⅳ","EDU2044M（03123310）","EDU2044M","5.0","专业课","教育学院","所有类（专业）","zy_qb","bl"
"运动专项理论与实践Ⅳ","EDU2045M（03123311）","EDU2045M","8.0","专业课","教育学院","所有类（专业）","zy_qb","bl"
"运动专项理论与实践Ⅵ","EDU3052M（03123290）","EDU3052M","5.0","专业课","教育学院","所有类（专业）","zy_qb","bl"
"运动专项理论与实践Ⅵ","EDU3053M（03123291）","EDU3053M","8.0","专业课","教育学院","所有类（专业）","zy_qb","bl"
"运动专项理论与实践Ⅷ","EDU4013M（03192372）","EDU4013M","2.0","专业课","教育学院","所有类（专业）","zy_qb","bl"
"运营管理","MGMT2039M（20196950）","MGMT2039M","3.0","专业课","管理学院","所有类（专业）","zy_qb","bl"
"运作管理","MGMT2011M（20122780）","MGMT2011M","2.0","专业课","管理学院","所有类（专业）","zy_qb","bl"
"杂草识别与综合治理","CAB3323M（16122550）","CAB3323M","2.0","专业课","农业与生物技术学院","所有类（专业）","zy_qb","bl"
"噪声污染控制原理与技术","ENVR2002M（14120930）","ENVR2002M","1.5","专业课","环境与资源学院","所有类（专业）","zy_qb","bl"
"照相机与摄影技法技巧","OPT0700G（8417N001）","OPT0700G","1.5","通识","光电科学与工程学院","全部课程","xk_n","bl"
"哲学导论","PHIL1002M（43125020）","PHIL1002M","2.0","专业课","哲学学院","所有类（专业）","zy_qb","bl"
"哲学方法","PHIL3043M（43190080）","PHIL3043M","2.0","专业课","哲学学院","国际化课程","gjhkc","zl"
"诊断学Ⅱ","70120370","70120370","2.0","专业课","临床医学系","所有类（专业）","zy_qb","bl"
"整形外科实习","MED5566M（18190400）","MED5566M","2.0","专业课","临床医学系","所有类（专业）","zy_qb","bl"
"证券法","LAW3027M（02192290）","LAW3027M","2.0","专业课","光华法学院","所有类（专业）","zy_qb","bl"
"证券投资学","ECON2016M（01120730）","ECON2016M","3.0","专业课","经济学院","所有类（专业）","zy_qb","bl"
"政府规制理论与实践","PA3019M（24121080）","PA3019M","2.0","专业课","公共管理学院","所有类（专业）","zy_qb","bl"
"政治经济学","ECON2002F（01121230）","ECON2002F","3.0","专业基础课程","经济学院","跨类(专业)选课","xk_1_1","bl"
"政治经济学导论","ECON0305G（0113N006）","ECON0305G","1.5","通识","经济学院","全部课程","xk_n","bl"
"政治经济学I（原理）","MARX2014M","MARX2014M","3.0","专业课","马克思主义学院","跨类(专业)选课","xk_1_1","bl"
"政治人类学","PA3109M（24190150）","PA3109M","2.0","专业课","社会学系","所有类（专业）","zy_qb","bl"
"政治社会学","PA3110M（24195251）","PA3110M","2.0","专业课","社会学系","所有类（专业）","zy_qb","bl"
"政治学经典著作选读","PA2054M（24121500）","PA2054M","3.0","专业课","公共管理学院","所有类（专业）","zy_qb","bl"
"政治学原理","PA1001F（241A0030）","PA1001F","3.0","专业基础课程","公共管理学院","跨类(专业)选课","xk_1_1","bl"
"政治学原理","MARX1002M（55190040）","MARX1002M","3.0","专业课","马克思主义学院","跨类(专业)选课","xk_1_1","bl"
"政治哲学","PHIL3046M（04124511）","PHIL3046M","2.0","专业课","哲学学院","所有类（专业）","zy_qb","bl"
"职业发展规划讲座","CS3213M（21191490）","CS3213M","1.0","专业课","计算机科学与技术学院","所有类（专业）","zy_qb","bl"
"职业生涯与发展规划","ADMN0302G1","ADMN0302G1","2.0","通识","就业指导处","全部课程","xk_n","bl"
"植物-微生物的相互作用及可持续农业","CAB1010M（16196250）","CAB1010M","1.5","专业课","农业与生物技术学院","国际化课程","gjhkc","zl"
"植物保护学Ⅰ（园艺）","CAB2317M（16122000）","CAB2317M","2.0","专业课","农业与生物技术学院","所有类（专业）","zy_qb","bl"
"植物保护学Ⅱ（园艺）","CAB2318M（16122010）","CAB2318M","2.0","专业课","农业与生物技术学院","所有类（专业）","zy_qb","bl"
"植物基因组学","CAB2112M（16121770）","CAB2112M","1.5","专业课","农业与生物技术学院","所有类（专业）","zy_qb","bl"
"植物检验检疫学","CAB3324M（16122610）","CAB3324M","2.0","专业课","农业与生物技术学院","所有类（专业）","zy_qb","bl"
"植物考古","SAA2020M（56190040）","SAA2020M","2.0","专业课","艺术与考古学院","所有类（专业）","zy_qb","bl"
"植物生理学及实验（甲）","BIO2017F（071B0091）","BIO2017F","4.0","专业基础课程","生命科学学院","所有类（专业）","zy_qb","bl"
"植物生理学及实验（乙）","BIO2018F（071B0092）","BIO2018F","3.0","专业基础课程","生命科学学院","所有类（专业）","zy_qb","bl"
"植物学及实验（甲）","BIO2019F（071B0101）","BIO2019F","4.0","专业基础课程","生命科学学院","所有类（专业）","zy_qb","bl"
"植物学与现代农业文明","CAB0401G（1614N003）","CAB0401G","1.5","通识","农业与生物技术学院","全部课程","xk_n","bl"
"植物营养学","ENVR3312M（14120496）","ENVR3312M","4.5","专业课","环境与资源学院","所有类（专业）","zy_qb","bl"
"植物营养学实验","ENVR3314M（14121430）","ENVR3314M","1.0","专业课","环境与资源学院","所有类（专业）","zy_qb","bl"
"植物营养诊断与施肥","ENVR3334M（14120982）","ENVR3334M","2.0","专业课","环境与资源学院","所有类（专业）","zy_qb","bl"
"植物诱变育种学","CAB3019M（16122390）","CAB3019M","1.5","专业课","农业与生物技术学院","所有类（专业）","zy_qb","bl"
"制冷低温与空调原理及实践","ENER3012M（59120160）","ENER3012M","3.0","专业课","能源工程学院","所有类（专业）","zy_qb","bl"
"制冷与低温设备","ENER3014M（08120830）","ENER3014M","2.0","专业课","能源工程学院","所有类（专业）","zy_qb","bl"
"制冷装置自动化","ENER3017M（59120670）","ENER3017M","1.5","专业课","能源工程学院","所有类（专业）","zy_qb","bl"
"质量管理与控制","ME3235M（08121020）","ME3235M","2.0","专业课","机械工程学院","所有类（专业）","zy_qb","bl"
"智慧能源系统理论与应用","59190070","59190070","2.0","专业课","能源工程学院","所有类（专业）","zy_qb","bl"
"智联网平台技术","CSE3029M（86120530）","CSE3029M","2.0","专业课","控制科学与工程学院","所有类（专业）","zy_qb","bl"
"智能财务导论","MGMT3022M（20125190）","MGMT3022M","2.0","专业课","管理学院","所有类（专业）","zy_qb","bl"
"智能财务研究方法","MGMT2040M（20196960）","MGMT2040M","2.0","专业课","管理学院","所有类（专业）","zy_qb","bl"
"智能传播","MIC2158M","MIC2158M","2.0","专业课","传媒与国际文化学院","所有类（专业）","zy_qb","bl"
"智能电网系统基础","EE3573M（10194250）","EE3573M","2.0","专业课","电气工程学院","所有类（专业）","zy_qb","bl"
"智能供配电技术","CSE3026M（86120400）","CSE3026M","2.0","专业课","控制科学与工程学院","所有类（专业）","zy_qb","bl"
"智能交通系统","CCEA3735M（12122650）","CCEA3735M","2.0","专业课","建筑工程学院","所有类（专业）","zy_qb","bl"
"智能结构与智慧港口","OC3040M（74121060）","OC3040M","1.5","专业课","海洋学院","所有类（专业）","zy_qb","bl"
"智能控制技术及应用","EE3366M（10193320）","EE3366M","2.0","专业课","电气工程学院","所有类（专业）","zy_qb","bl"
"智能商务网络","MGMT3052M（20197010）","MGMT3052M","2.0","专业课","管理学院","所有类（专业）","zy_qb","bl"
"智能设计与软件","SAA1023M","SAA1023M","3.0","专业课","艺术与考古学院","跨类(专业)选课","xk_1_1","bl"
"智能体育工程概论","EDU1019M（03192380）","EDU1019M","1.0","专业课","教育学院","跨类(专业)选课","xk_1_1","bl"
"智能无人机系统","AA2016M（26120630）","AA2016M","2.0","专业课","航空航天学院","所有类（专业）","zy_qb","bl"
"智能物联网(AIoT)系统设计","ISEE2020M","ISEE2020M","1.5","专业课","信息与电子工程学院","qbkc","xk_rdxkc",""
"智能信息处理","BME3028M（15120781）","BME3028M","2.5","专业课","生物医学工程与仪器科学学院","所有类（专业）","zy_qb","bl"
"智能仪器设计与开发","CSE3032M（86120280）","CSE3032M","2.0","专业课","控制科学与工程学院","所有类（专业）","zy_qb","bl"
"智能移动技术","CSE3028M（86120320）","CSE3028M","2.0","专业课","控制科学与工程学院","所有类（专业）","zy_qb","bl"
"智能优化与仿真","MGMT3051M（20196990）","MGMT3051M","2.0","专业课","管理学院","所有类（专业）","zy_qb","bl"
"智能制造系统","58190100","58190100","2.0","专业课","机械工程学院","所有类（专业）","zy_qb","bl"
"智能制造与企业自动化","CSE3031M（86120210）","CSE3031M","2.0","专业课","控制科学与工程学院","所有类（专业）","zy_qb","bl"
"中俄比较文学研究专题","SIS3109M（05198590）","SIS3109M","2.0","专业课","外国语学院","所有类（专业）","zy_qb","bl"
"中国城市化与城市问题","PA0314G","PA0314G","2.0","通识","公共管理学院","全部课程","xk_n","bl"
"中国传统文化与教育","EDU0100G（0311N001）","EDU0100G","1.5","通识","教育学院","全部课程","xk_n","bl"
"中国传统文化专题","SIS2612M（05197960）","SIS2612M","2.0","专业课","外国语学院","所有类（专业）","zy_qb","bl"
"中国当代史","HIST3057M（04124850）","HIST3057M","3.0","专业课","历史学院","所有类（专业）","zy_qb","bl"
"中国对外经济贸易","ECON2019M（01187011）","ECON2019M","2.0","专业课","经济学院","所有类（专业）","zy_qb","bl"
"中国法律史","LAW1001M（02120830）","LAW1001M","3.0","专业课","光华法学院","跨类(专业)选课","xk_1_1","bl"
"中国改革开放史","ECON2001G（011E0010）","ECON2001G","1.5","通识","经济学院","全部课程","xk_b","bl"
"中国概况","INTC3001G","INTC3001G","3.0","通识","国际教育学院","全部课程","xk_b","bl"
"中国共产党建设理论与实践","MARX2003M（55120090）","MARX2003M","3.0","专业课","马克思主义学院","所有类（专业）","zy_qb","bl"
"中国共产党历史","MARX2002G（551E0080）","MARX2002G","1.5","通识","马克思主义学院","全部课程","xk_b","bl"
"中国共产党历史","MARX2002M（55120230）","MARX2002M","3.0","专业课","马克思主义学院","所有类（专业）","zy_qb","bl"
"中国古代博物学","LIT0911G","LIT0911G","3.0","通识","文学院","全部课程","xk_n","bl"
"中国古代科举文化","HIST0103G（0411N010）","HIST0103G","1.5","通识","历史学院","全部课程","xk_n","bl"
"中国古代民族史","HIST3058M（04125340）","HIST3058M","2.0","专业课","历史学院","所有类（专业）","zy_qb","bl"
"中国古代史（上）","HIST1005M（04124800）","HIST1005M","3.0","专业课","历史学院","跨类(专业)选课","xk_1_1","bl"
"中国古代文学史Ⅱ","LIT2002M（04122620）","LIT2002M","3.0","专业课","文学院","所有类（专业）","zy_qb","bl"
"中国古代小说史","LIT3104M（04128960）","LIT3104M","2.0","专业课","文学院","所有类（专业）","zy_qb","bl"
"中国古代艺术与文明（史前-唐）","SAA0102G","SAA0102G","2.0","通识","艺术与考古学院","全部课程","xk_n","bl"
"中国古代玉器","SAA2008M（04129660）","SAA2008M","2.0","专业课","艺术与考古学院","所有类（专业）","zy_qb","bl"
"中国古代政治制度史","HIST3059M（04125360）","HIST3059M","2.0","专业课","历史学院","所有类（专业）","zy_qb","bl"
"中国古文字学","SAA2007M（04122661）","SAA2007M","2.0","专业课","艺术与考古学院","所有类（专业）","zy_qb","bl"
"中国化马克思主义","MARX3002M（55120080）","MARX3002M","3.0","专业课","马克思主义学院","所有类（专业）","zy_qb","bl"
"中国画创作Ⅰ","SAA3037M（04198310）","SAA3037M","3.0","专业课","艺术与考古学院","所有类（专业）","zy_qb","bl"
"中国画创作Ⅱ","SAA3040M（04198320）","SAA3040M","3.0","专业课","艺术与考古学院","所有类（专业）","zy_qb","bl"
"中国画技法与风格","SAA1020M（04129040）","SAA1020M","2.5","专业课","艺术与考古学院","所有类（专业）","zy_qb","bl"
"中国画写生与创作","SAA3035M（04129240）","SAA3035M","2.5","专业课","艺术与考古学院","所有类（专业）","zy_qb","bl"
